,stars,title,body,date
180,4,no_title,"Helps a lot,he doesn't chock on his coffee any more.","Reviewed in the United States on September 15, 2015"
181,5,no_title,Had a newborn with swallowing issues.  This came in very handy to thicken her formula so that she could keep her food down.,"Reviewed in the United States on March 16, 2017"
182,5,no_title,"Great product, arrived on schedule. Need to add to the subscription list","Reviewed in the United States on October 3, 2017"
183,5,no_title,Great price.,"Reviewed in the United States on April 22, 2017"
184,5,no_title,My daughter has Cerebral Palsy and has a bit of difficulty swallowing liquids. Thick It has helped her significantly and she no longers chokes during her bottle feeding. Very happy with this product will definitely purchase again.,"Reviewed in the United States on December 20, 2011"
185,5,no_title,Dissolves easily,"Reviewed in the United States on September 11, 2016"
186,5,no_title,This is just right for my mother who cannot eat or drink anything without it.  .,"Reviewed in the United States on April 17, 2015"
187,5,no_title,really helps bring ease to my parent who has trouble swallowing,"Reviewed in the United States on May 19, 2017"
188,5,no_title,"bought this for work. works better than the pharmacy brand, we use less than we have to use of the cheap stuff.","Reviewed in the United States on December 26, 2012"
189,5,no_title,"My mother has a serious problem choaking when she drinks liquids.  ""Thick-It"" is a life saver.  Her water, tea, juices, all beverages can be thickened so that she can drink them without a problem.  This is an excellent product.","Reviewed in the United States on April 28, 2012"
190,3,no_title,"I bought this for my mother with Alzheimer's (having trouble swallowing thin liquids). It works great in beverages, soups, etc. Personally, I don't like the idea that it is made with corn --- one of the biggest GMO crops on the market --- but can't seem to find an organic version. But under the circumstances, it's better than nothing.","Reviewed in the United States on May 1, 2013"
191,4,no_title,Price was best I’ve seen.,"Reviewed in the United States on July 12, 2019"
192,5,no_title,doing it's job well.,"Reviewed in the United States on March 1, 2016"
193,5,no_title,Good value for a much needed product.,"Reviewed in the United States on February 20, 2016"
194,5,no_title,"Mom needs to have firmer, you know what. It is my mom so I got to be careful. She says that it does help her to be firmer and I think that reply is good news for a family member to hear. Give it a try, it may be the answer that you are looking for. My mom no longer has to wear the same cloths that she wore as a newborn, if you know what I mean.","Reviewed in the United States on May 4, 2013"
195,5,no_title,Just what we need for my wife who has a disease causing aspiration when she swallows.....,"Reviewed in the United States on August 5, 2017"
196,5,no_title,Ye,"Reviewed in the United States on May 5, 2021"
197,5,no_title,Very good product helped my husband a lot,"Reviewed in the United States on February 24, 2018"
198,5,no_title,The delivery was timely and the product was as we expected.,"Reviewed in the United States on August 6, 2017"
199,5,no_title,I will continue to order  Thick-It .  My husband has to have it,"Reviewed in the United States on August 14, 2017"
200,5,no_title,Great,"Reviewed in the United States on March 11, 2017"
201,5,no_title,my doctor recommended this product to me so i decided to buy 2 big cans to give it a try. i am disabled and have hard time eating solid foods. this thickener really works as stated and does not change the taste of the food you put it in to thicken up. you do need to follow instructions and mix well or it will taste gritty. but do as it states and it is perfect. i will be buying this on a regular basis and i am very happy with this product. it comes with a nice measuring spoon as well.,"Reviewed in the United States on March 28, 2012"
202,5,no_title,Great stuff - my husband would choke without it.  Can't taste it in drinks or foods.,"Reviewed in the United States on July 15, 2014"
203,4,no_title,got her in good condition,"Reviewed in the United States on April 30, 2015"
204,5,no_title,Great product and a great price,"Reviewed in the United States on August 2, 2016"
205,5,no_title,we need it,"Reviewed in the United States on November 29, 2019"
206,5,no_title,Was what we expected,"Reviewed in the United States on October 17, 2017"
207,5,no_title,Works very well for us,"Reviewed in the United States on August 30, 2017"
208,5,no_title,Good Buy,"Reviewed in the United States on April 15, 2018"
209,5,no_title,Great,"Reviewed in the United States on March 7, 2020"
210,4,no_title,Very great and impoBryant part of my ms treatment.,"Reviewed in the United States on April 2, 2018"
211,5,no_title,It works great.,"Reviewed in the United States on June 19, 2019"
212,5,no_title,Been using this thickener for my mom and it works great. Also the size of the product helps keeps it cost effective.,"Reviewed in the United States on July 4, 2013"
213,5,no_title,Easy to use,"Reviewed in the United States on April 30, 2021"
214,5,no_title,Like,"Reviewed in the United States on October 6, 2019"
215,5,no_title,easy and quick to make.,"Reviewed in the United States on July 19, 2016"
216,5,no_title,Excelente producto,"Reviewed in the United States on August 5, 2019"
217,5,no_title,Like,"Reviewed in the United States on July 24, 2019"
218,5,no_title,Excellent product will order for more,"Reviewed in the United States on March 26, 2018"
219,5,no_title,Great product.,"Reviewed in the United States on June 24, 2019"
220,5,no_title,I use this for my husband every day for his drinks and some other liquid items.  It works fast and is easy to use.,"Reviewed in the United States on January 3, 2013"
221,5,no_title,works great,"Reviewed in the United States on March 15, 2018"
222,5,no_title,Zi LUV THE PRTICE AND SPEED OF SHIPPMENT,"Reviewed in the United States on November 19, 2018"
223,5,no_title,The product definitely does as described in the product details.,"Reviewed in the United States on August 26, 2019"
224,5,no_title,I have tried other Thick-it products and this one is the best.  I would definitely recommend this product.,"Reviewed in the United States on April 23, 2018"
225,5,no_title,My mother uses it for swallowing issues,"Reviewed in the United States on August 18, 2020"
226,5,no_title,"I was buying this brand and decided to go with generic, and didn't work as well.  My dad uses it several times a day and no complaints about it.","Reviewed in the United States on September 17, 2018"
227,1,no_title,To prevent choking for Alzheimer's patient.,"Reviewed in the United States on October 22, 2019"
228,5,no_title,Thick it is a great product!! I am taking care of a stroke patient who has trouble swollowing. Thicker liquids are easier. This is great and arrived quickly!!,"Reviewed in the United States on April 29, 2013"
229,5,no_title,Great product thicken fluids with. Helps anyone with difficulty swollowing thin liquids.,"Reviewed in the United States on July 14, 2014"
230,5,no_title,My baby needed this because of his aspiration and it's worked miracles.,"Reviewed in the United States on July 13, 2019"
231,5,no_title,Used to thicken the eater for my mom,"Reviewed in the United States on October 12, 2019"
232,5,no_title,Like the fact that I received what I expected,"Reviewed in the United States on June 9, 2019"
233,5,no_title,Arrived exactly as promised.  Thank you,"Reviewed in the United States on December 28, 2016"
234,5,no_title,"great value,","Reviewed in the United States on August 17, 2019"
235,5,no_title,Love this product,"Reviewed in the United States on June 24, 2020"
236,5,no_title,Loved all the products!!  😊,"Reviewed in the United States on July 3, 2021"
237,4,no_title,arrived on time and in perfect condition. item needed for classroom material and works great for demonstration of thickened liquids. No problems!,"Reviewed in the United States on May 14, 2014"
238,5,no_title,Ease of use,"Reviewed in the United States on November 18, 2020"
239,5,no_title,Love the large container. Cheapest price we’ve found and works great for my little boy to thicken his liquids.,"Reviewed in the United States on January 31, 2019"
240,5,no_title,Use for liquid drinks thickener only,"Reviewed in the United States on May 17, 2019"
241,5,no_title,Exactly as described and better !!!! On time deliveryDurable,"Reviewed in the United States on October 22, 2016"
242,5,no_title,Very easy to work with.,"Reviewed in the United States on September 26, 2018"
243,1,no_title,Did not receive thick-it I received a humidifier,"Reviewed in the United States on December 1, 2018"
244,5,no_title,I like the product thats why I continue to buy it for my son,"Reviewed in the United States on March 8, 2021"
245,5,no_title,My dad needs thickener to help him swallow and keep from choking.,"Reviewed in the United States on January 2, 2021"
246,5,no_title,Product does what it promises,"Reviewed in the United States on June 7, 2020"
247,5,no_title,Excellent,"Reviewed in the United States on November 30, 2020"
248,3,no_title,Hard to get to the right consistency even following directions on package.,"Reviewed in the United States on April 18, 2016"
249,5,no_title,"Works well, THANK YOU AMAZON. This is a product that we use everyday.","Reviewed in the United States on August 14, 2016"
250,T,no_title,My Uncle needed something to help him swallow easier and this power works great and is priced well for the amount you get,"Reviewed in the United States on October 3, 2016"
251,5,no_title,As promised and fast shipping!,"Reviewed in the United States on June 24, 2018"
252,5,no_title,"got it fast, undetectable. as described. will buy more later","Reviewed in the United States on July 8, 2015"
253,5,no_title,Just as described,"Reviewed in the United States on May 1, 2020"
254,5,no_title,Helps me swallow liquids without chocking.,"Reviewed in the United States on June 12, 2017"
255,4,no_title,"Used to thicken water for a dog misdiagnosed with a swallowing disorder. Works as advertised, dog preferred toilet water with no ill effects.","Reviewed in the United States on November 8, 2015"
256,5,no_title,Mixes well and a good price.,"Reviewed in the United States on June 29, 2018"
257,5,no_title,As expected.,"Reviewed in the United States on November 3, 2019"
258,5,no_title,"Two doctors and a speech therapist recommended Thick-it for my elderly mother who has swallowing problems.  It thickens the liquids to a point that she can safely drink them, or more accurately eat them with a spoon.  It helps to keep her from aspirating liquids into her lungs. This helps to prevent aspirational pneumonia.  I am very pleased with the product although I wish she could drink liquids safely without it.","Reviewed in the United States on October 16, 2010"
259,5,no_title,This is one of the cheeper thickening agents and although i do not use it often it works great for when i need it and stores well without clumping,"Reviewed in the United States on February 20, 2013"
260,1,no_title,Also note no returns which is really inconvenient as this product is not what I was looking for,"Reviewed in the United States on September 28, 2020"
261,5,no_title,Perfect for my Mega esophagus dog who can't tolerate regular water,"Reviewed in the United States on May 28, 2019"
262,5,no_title,Works well. Good quality product,"Reviewed in the United States on October 29, 2017"
263,5,no_title,Product was a good value.,"Reviewed in the United States on February 26, 2020"
264,4,no_title,no problems.,"Reviewed in the United States on November 21, 2019"
265,5,no_title,Item as described.,"Reviewed in the United States on February 27, 2021"
266,5,no_title,Tops in this product.  Better than others.,"Reviewed in the United States on June 4, 2017"
267,5,no_title,"I LIKE THIS PRODUCT, IT'S VERY HELPFUL SPECIALLY FOR DISABLED PEOPLE WITH SWALLOW, PROBLEMS","Reviewed in the United States on September 1, 2020"
268,2,no_title,Father in law disliked texture!,"Reviewed in the United States on March 9, 2020"
269,2,no_title,"Loved everything about this bag.  Used as a combination everyday purse and diaper bag.  Lots of storage for bigger day trips as well.  However, one of the zippers snapped in half, rendering the front pocket useless.  Very bummed.","Reviewed in the United States on September 4, 2018"
270,5,no_title,Good value for name brand product. Less exspensive than buying in store.,"Reviewed in the United States on May 31, 2016"
271,5,no_title,Great price. Great product. Help for people who need thickener in their fluids to prevent aspiration. Would buy again. Original formula.,"Reviewed in the United States on May 29, 2014"
272,5,no_title,Makes my pureed food smooth and tasty like in the hospital.,"Reviewed in the United States on June 13, 2018"
273,1,no_title,Had to use a lot of the product to get the right consistency.  Did not maintain the thickness needed.,"Reviewed in the United States on March 29, 2018"
274,5,no_title,Great for my husband.,"Reviewed in the United States on July 8, 2019"
275,5,no_title,"Great value, easy to use","Reviewed in the United States on June 20, 2020"
276,5,no_title,"I love the size, it last longer, and it comes with a scoop.","Reviewed in the United States on July 5, 2019"
277,4,no_title,works well,"Reviewed in the United States on May 6, 2018"
278,5,no_title,Great purchase for cost,"Reviewed in the United States on July 29, 2018"
279,5,no_title,Muy bien gracias 🙂,"Reviewed in the United States on August 23, 2021"
280,5,no_title,Sure helps my swalloq routine,"Reviewed in the United States on May 24, 2021"
281,5,no_title,Works very well for the kiddos we see in clinic.,"Reviewed in the United States on January 12, 2020"
282,5,no_title,"It has been used as a thicken agent for soups, stews and gravy, among other food items.","Reviewed in the United States on August 29, 2020"
283,5,no_title,Item was delivered promptly and is a very good and easy to use thickener.,"Reviewed in the United States on March 22, 2017"
284,5,no_title,Nice inexpensive replacement for Simply Thick.  Not as smooth but about 80% cheaper.,"Reviewed in the United States on November 26, 2020"
285,2,no_title,Did not care for the taste of this product,"Reviewed in the United States on January 7, 2018"
286,5,no_title,Dissolves easily in all liquids.  Can make it as thick as you need it to be.  Helps my husband not to choke so much.,"Reviewed in the United States on March 17, 2017"
287,5,no_title,Great product for a good price.  Easy to use and is tasteless when used in juices and broths.  I use this for my mother with Alzheimers to prevent her from aspiration of liquids.,"Reviewed in the United States on February 18, 2015"
288,5,no_title,Does the job.,"Reviewed in the United States on September 23, 2019"
289,5,no_title,product works great for people with swallowing problems. Doesn't taste bad I would recommend it because the price is very good.,"Reviewed in the United States on June 10, 2015"
290,4,no_title,it does what its supposed to do.,"Reviewed in the United States on July 27, 2017"
291,5,no_title,"I love it. My father hate drinking water, any time you'll give him water he would cough or don't even suck on the straw. He has been hospitalize  many times in a row because of dehydration. After buying this and using it, he's been kept out of the hospital for six months now. I just love this item and very easy to use..","Reviewed in the United States on August 9, 2015"
292,5,no_title,Needed this for my 3 year old toThicken drinks before he had surgery came really quickly and was huge container. It was the exact same product that Doernbecher gave us to take home for him!,"Reviewed in the United States on August 28, 2019"
293,5,no_title,Easy to dissolve,"Reviewed in the United States on April 20, 2019"
294,5,no_title,"Just a response for the last reviewer. There is no taste to Thick-it. They do make a puree of various foods that really has horrible taste but when there is no real alternative option, I'm sure it tastes good to the person who needs it.","Reviewed in the United States on October 20, 2012"
295,5,no_title,Easy to use,"Reviewed in the United States on May 6, 2021"
296,5,no_title,Great product. Thickens all liquids to whatever consistency that you desire.,"Reviewed in the United States on February 23, 2017"
297,5,no_title,My husband has difficulty swallowing liquids without choking.  Two scoops of Thick-It in his beverages has made life so much better for someone who loves their coffee!,"Reviewed in the United States on June 20, 2018"
298,5,no_title,"Great product.  Service extremely fast.  Very, very pleased","Reviewed in the United States on September 23, 2018"
299,5,no_title,Meets my father’s needs,"Reviewed in the United States on February 25, 2020"
300,5,no_title,As described,"Reviewed in the United States on July 24, 2018"
301,5,no_title,Great service and a dependable product.,"Reviewed in the United States on December 27, 2016"
302,1,no_title,Bought on Amazon. It works but makes some liquids such as coffee and fruit juice unpalatable. It does not mix well and falls out of suspension very quickly.,"Reviewed in the United States on June 5, 2016"
303,5,no_title,"Prevents choking incidents with my mother, which is a great relief for both of us. Particularly good price for the 6 pack.","Reviewed in the United States on October 31, 2016"
304,5,no_title,"Once you figure out the consistency that you want, it works perfect every cup.","Reviewed in the United States on November 9, 2019"
305,5,no_title,luv this product.  I use it to thicken my homemdae dressings.,"Reviewed in the United States on September 27, 2016"
306,5,no_title,My husband had a stroke & has had trouble swallowing.  I add this to his soda.  The gel thickeners make the soda foamy!  This powder does not.,"Reviewed in the United States on October 14, 2019"
307,5,no_title,"Love it.  Thickens without any carba, no flour, no cornstarch.  Amaing product.  Saw it on a cooking show.  Works as promised!","Reviewed in the United States on January 10, 2019"
308,5,no_title,It thickens drinks perfect.,"Reviewed in the United States on June 28, 2019"
309,5,no_title,Best priced thickener I've found and it does the job!,"Reviewed in the United States on June 11, 2017"
310,3,no_title,Works as advertised but taste is a bit to get use to,"Reviewed in the United States on March 6, 2019"
311,5,no_title,Used for my dog who can’t keep water down. Now my Carla can drink all the water she desires. This was recommended to us by our veterinarian. Highly recommend to other pet owners!,"Reviewed in the United States on March 28, 2021"
312,5,no_title,I like it,"Reviewed in the United States on March 3, 2021"
313,5,no_title,good,"Reviewed in the United States on September 3, 2019"
314,5,no_title,Works well with those who have swallowing difficulties.,"Reviewed in the United States on January 26, 2018"
315,5,no_title,Works for its purpose,"Reviewed in the United States on June 1, 2018"
316,5,no_title,Works great for my husband who has trouble swallowing liquids!,"Reviewed in the United States on April 19, 2017"
317,5,no_title,Great item.,"Reviewed in the United States on May 25, 2018"
318,5,no_title,"If prepared as instructed, works great.  Liquid must be cold or hot to work best.","Reviewed in the United States on October 2, 2018"
319,5,no_title,lo utilizo para mi hija 👍,"Reviewed in the United States on April 9, 2020"
320,5,no_title,Great product to make liquids more solid. I use it for my grandma and it helps her significantly with swallowing her liquids.,"Reviewed in the United States on March 5, 2019"
321,5,no_title,Receive the product and it's the ticket really works well for what I trying to do.,"Reviewed in the United States on October 12, 2017"
322,3,no_title,"Taste is aweful and thickens overtime . I used it for my grandma for ber swallowing problems , and later found Nestle thickener that she prefers much more . The latest also doesn’t require a lot of product for mixing","Reviewed in the United States on January 29, 2018"
323,5,no_title,Works beautifully without interfering with the taste of the items it is mixed with.  Easy to use.,"Reviewed in the United States on November 12, 2016"
324,5,no_title,Works great 👍🏽,"Reviewed in the United States on August 13, 2020"
325,4,no_title,It thickens as thick as you need it. Dad did not like us using it but think it was more the texture than flavor,"Reviewed in the United States on June 18, 2018"
326,5,no_title,My mother has to have all her drinks thickened. Works great for her. I also use it to thicken up some pureed fruit.,"Reviewed in the United States on February 10, 2020"
327,5,no_title,"Thick it saves lives, including my sister’s.","Reviewed in the United States on March 10, 2020"
328,5,no_title,works as expected,"Reviewed in the United States on November 30, 2016"
329,5,no_title,"I really liked this product as it does what it says it's supposed to do. My husband needed this for he had a severely damaged esophagus and had some trouble swallowing and also had a double lung transplant about a year ago-his GI is all messed up and he is on a G/J tube. He can and has aspirated things into his lungs causing pneumonia which isn't good, this helps with keeping him from doing that. It might seem weird but I like putting this stuff into like chicken broth for example and eating it like a soup, it is completely tasteless, has no texture (not gritty, etc) You simply just keep adding however much you want/need until you accomplish the desired consistency. This is also a great product because for its size the prize is unmatched. I am unsure why but if you want to purchase this in a store you have to ask pharmacy for it, and a container this size from behind the walmart pharmacy here was around $70. So, this is easily a steal. Thanks!","Reviewed in the United States on February 27, 2014"
330,1,no_title,The product arrived with the seal missing. I will not be using it for my son as it has been tampered with and I don't know if it's been contaminated.,"Reviewed in the United States on November 3, 2020"
331,5,no_title,Bigger than what I expected... good thickener!!,"Reviewed in the United States on February 11, 2020"
332,5,no_title,This product has many uses. It's just not thinking in water coffee or any other liquids. If you're gravy or any part of the meal is too thin you can add to it with no added taste old texture,"Reviewed in the United States on August 6, 2020"
333,4,no_title,Thickens,"Reviewed in the United States on September 23, 2019"
334,5,no_title,Like itLittle expensive,"Reviewed in the United States on October 6, 2018"
335,4,no_title,does the trick!  solves a problem.,"Reviewed in the United States on July 15, 2018"
336,1,no_title,"This is the worst thickner we have used. I'm having to use 5x the amount directed for the thickness I need. 5-5.5 tsp for honey thickness I used 6 Tablespoons and gave up. Ended up having to use my daughters feeding tube, which thank goodness she has or she would have been choking on her milk the entire feeding.","Reviewed in the United States on September 8, 2017"
337,1,no_title,Dog wanted nothing to do with this.,"Reviewed in the United States on February 13, 2020"
338,5,no_title,Good,"Reviewed in the United States on September 26, 2019"
339,5,no_title,"Worked well for thickening liquid for my dad who was aspirating liquids, etc.","Reviewed in the United States on November 11, 2019"
340,5,no_title,Purchased for my mother with vascular dementia and suffering dysphagia. This worked very well with no reported odd taste - which was very helpful as she barely eats anymore and needed tastes to remain authentic in her beverages.,"Reviewed in the United States on January 26, 2019"
341,5,no_title,"I use it for my elderly, bed-ridden mother who has swallowing difficulties specifically swallowing water. Using this product has helped her with no more choking problems1 I, highly, recommend this!","Reviewed in the United States on April 12, 2021"
342,5,no_title,Great product for anyone having swallowing problems. The powder allows the caregiver to control the thickness of the liquid or food that's being given.,"Reviewed in the United States on November 21, 2016"
343,5,no_title,Great product! Works wonderfully.Dont need to use as much as expected.Doesnt take away from drink being added to nor has an after taste.Best product available,"Reviewed in the United States on January 9, 2020"
344,5,no_title,Consistently thickens without clumping! Tub size means a wider mouth container that is easier to use. The person who needs it in order to drink thin liquids loves it  Definitely sticking with this brand!,"Reviewed in the United States on May 19, 2021"
345,5,no_title,Help 100% for people with trouble swallowing LIQUIDS!,"Reviewed in the United States on January 10, 2020"
346,5,no_title,"Seller ships fast, great price. I will continue to buy from this company","Reviewed in the United States on November 11, 2019"
347,5,no_title,"This is an easy to use, cost effective option for my son with dysphasia. Although I hope we don’t have to use it for long, it has been a convenient way to safely thicken his liquids.","Reviewed in the United States on June 22, 2019"
348,5,no_title,Use for my daughter so she doesn’t choke on her drink.  She has cerebral  palsy and uses a toddler sippy cup with a rubber stopper in it and it works well for her.,"Reviewed in the United States on April 2, 2019"
349,5,no_title,Good for the price,"Reviewed in the United States on July 9, 2019"
350,5,no_title,Good price for this size. Will definitely purchase again!,"Reviewed in the United States on August 29, 2021"
351,5,no_title,Easy to use. Disolves quickly,"Reviewed in the United States on May 9, 2019"
352,3,no_title,"Unflavored, but yet does make the medium you put it into taste awful, even water. Trying to find a lemon flavored version....","Reviewed in the United States on May 31, 2018"
353,5,no_title,Works well.,"Reviewed in the United States on October 16, 2019"
354,5,no_title,Lowest price I believe.,"Reviewed in the United States on October 12, 2020"
355,4,no_title,Worked as advertised.,"Reviewed in the United States on November 9, 2019"
356,5,no_title,This item has come in so helpful as I must puree all my husband's food and Thick It is best for the liquids I feed him.  The cost is almost $10 less for me to buy than the drug store where I was purchasing it.,"Reviewed in the United States on January 5, 2020"
357,5,no_title,"This product has helped my 90 year old mother drink liquids without any problems.  It has lessen the number of times she has gagged in drinking milk, coffee, tea, and even water.  A great product to have for seniors.","Reviewed in the United States on April 9, 2018"
358,5,no_title,"Used this to thicken breastmilk for my 9 month old with a swallowing disorder.  It has no taste and excellent control over the thickness.  I tried it  in plain water, and othere than just being odd as ""thick water"" it worked great.  It was a life saver!","Reviewed in the United States on May 8, 2018"
359,5,no_title,"My dog has a condition called laryngeal paralysis. This is where the flaps to the windpipe don't work anymore and she could not breath. We had to have a tie back surgery to tie the flaps open just a little so she could breath. This made it hard for her to drink with out having some of the water go down the wrong pipe and she coughed and choked after every drinking. Eating was fine, just the drinking. I saw this product and im glad I did! You add a little powder to the liquid, stir it good, then let it sit for 30 seconds and it slowly thickens. You have to play around with the amount until you get the right thickness. For 4 fluid oz I use 2 table spoons but I am still playing with the amount. This has helped my dog very much. She can drink now with out it going down the wrong pipe. I tasted it just to see what I was dealing with and you don't taste a difference. Just the texture is different.  I, like another person posted would love to find an organic version, but this is truly a godsend for us.","Reviewed in the United States on April 27, 2014"
360,5,no_title,Very helpful for people who have swallowing problems.,"Reviewed in the United States on August 29, 2021"
361,4,no_title,This does thicken your product.  The only thing is it says it won't alter the taste.  It does significantly!,"Reviewed in the United States on September 23, 2018"
362,4,no_title,Availability and price are important as this is needed by my husband to assist him in swallowing to avoid any future pneumonia hospitalizations and keeps him alive.,"Reviewed in the United States on October 12, 2020"
363,5,no_title,"Safe for people with aspiration problem. It can be uses for water, soup, juice, milk,etc","Reviewed in the United States on February 4, 2021"
364,5,no_title,"Great product, but note, you can not thicken drinks too far in advance. Also, if thickening water-consistency, it can take a lot more.","Reviewed in the United States on September 1, 2018"
365,5,no_title,It's for my mother inlaw...  I can't tell you anything about flavor I've never tasted it and I believe I ever will. But certainly thickens liquid beverages... Yuck...,"Reviewed in the United States on March 26, 2021"
366,5,no_title,"My dad had a stroke and I did his feeding/swallowing evaluation (I'm a Speech Language Pathologist). We used Thick-It to thicken all his drinks because he could not manage thin liquids. He was happy to get cold water and hot coffee even with the thickener in it. It was awesome! He does not need a thickener anymore, but I would certainly recommend this product.","Reviewed in the United States on September 1, 2016"
367,5,no_title,Worked great for my mom but didn’t get to use it much for my mom passed away shortly after I purchased it from late stage dementia and a broken hip.,"Reviewed in the United States on March 2, 2018"
368,3,no_title,Product mixes well but after an hour or so the product sinks to bottom of glass. Even if you re stir it doesn't seem to duplicate the consistency of when it was freshly made so you end up with thicker liquid in bottom of glass and thinner at the top.,"Reviewed in the United States on June 20, 2019"
369,4,no_title,We used this to thicken the water for our dog who has trouble getting the water into her mouth. It did help with this thank heavens. And she doesn't mind it. The biggest problem is cleaning it off of the floor where it happens to drip.,"Reviewed in the United States on May 12, 2019"
370,1,no_title,It takes more of this than the active thickener!  I didn't really like this.,"Reviewed in the United States on June 6, 2019"
371,5,no_title,Thickens better than some stuff I know!,"Reviewed in the United States on July 13, 2021"
372,5,no_title,Patient is a chocker... this stuff helps prevent that.,"Reviewed in the United States on July 12, 2018"
373,5,no_title,I use it for my brother and it works really good for the price. It's not clear like the hight dollar stuff but you get alot more of this and my brother doesnt mind.,"Reviewed in the United States on October 9, 2019"
374,5,no_title,Great food thickener. Has no taste and you don't need much to thicken food up. Totally recommend it.,"Reviewed in the United States on January 26, 2017"
375,5,no_title,Great product for the person who has difficulty swallowing. Also very well priced.,"Reviewed in the United States on September 28, 2018"
376,5,no_title,This product is very much needed in my facility.  We use it all the time to help thicken the liquids for our clients.  Product came in good condition and the product is very well made.  Thank you.,"Reviewed in the United States on November 9, 2020"
377,1,no_title,I'm tired of seeing this in my suggestions because I bought it for my deceased father in law,"Reviewed in the United States on September 11, 2021"
378,5,no_title,"I bought this for my friend he is 96 years old. He could no longer drink without choking. He likes this product, he no longer chokes and gets fluids in his lungs. It has no taste. He now drinks without getting anxious","Reviewed in the United States on August 5, 2018"
379,5,no_title,This is them same product I buy at CVS pharmacy for $10 cheaper. Definitely buying from Amazon from now on. Way better than the generic thickner they sale and highly recommended my dads speech therapist. Best one in the market!,"Reviewed in the United States on July 24, 2016"
380,5,no_title,Better priced than in stores! Same great product.,"Reviewed in the United States on October 2, 2017"
381,5,no_title,great to thicken liquid for elders that have difficult swallowing,"Reviewed in the United States on June 15, 2021"
382,5,no_title,"Shipped quickly, product was exactly as expected. Seems this product has recently been in short supply at the local retail level for some reason. Made me appreciate the quick shipping even more!","Reviewed in the United States on October 2, 2020"
383,5,no_title,"Great product for people with swallowing problems who need thicker drinks or soups. Doesn't impart a taste, just ads thickness.","Reviewed in the United States on August 7, 2019"
384,5,no_title,"I have ALS and cannot drink water, tea, or coffee without thickener. Could not drink without it. It is worth it! Good value and helps so much!","Reviewed in the United States on June 9, 2021"
385,5,no_title,I have used thick it before and it works as stated. Doesn’t change the flavor. I would definitely use this again if needed,"Reviewed in the United States on June 10, 2021"
386,5,no_title,"This is the best thick I have bought, the large size is practical, I like this thick it because it does not clump. I would buy this kind again.","Reviewed in the United States on February 9, 2020"
387,5,no_title,No flavor.  Bought for old dog with collapsing trachea; mix with her water.  Works.  Used for my parents 5 years ago.  Used as a nurse for patients.  Can make different thickness & can add flavorings.  Great product to have on hand.,"Reviewed in the United States on July 27, 2019"
388,5,no_title,"If you need to thicken your food or drinks for swallowing reasons, this is the go-to thickener. Works like a charm in all liquids and can be adjusted based on your doctor's recommendations. My father does not like it in his black coffee, however, since it gives it a corn taste :)","Reviewed in the United States on December 23, 2018"
389,5,no_title,"My elderly father had difficulty swallowing, and the doctor told us to give him a thickening agent. It worked very well, preventing inhalation pneumonia caused by swallowing cough and choking. It was a lifesaving treat!","Reviewed in the United States on December 1, 2020"
390,1,no_title,I was using a different thickner in the hospital and thought powder would be easier for trips to the doctors office.This is not the same product as the gel ones. It separates to easy in my opinion making it not the safest when it comes to thickening liquids. We are back to gel form and now I have all but one glass full of this product. What a waste of money. Save your money get the gel product.,"Reviewed in the United States on August 5, 2019"
391,5,no_title,My wife is currently recovering from COVID and her swallowing got weaker. Thickening her liquid made it easier to swallow with less cough. She is a Therapist working in Rehab. so she knows how important to achieve the right swallowing without risk of aspiration. “Thick-it” as it says on the label is really quick and convenient to prepare. It also arrived the same day we ordered it. Good brand to recommend for those who need it.,"Reviewed in the United States on May 30, 2020"
392,5,no_title,"Thick it isn't something you like or dislike.  If you have dysphagia, it's a matter of chocking or not.  This product works well to thicken drink or food.  If you have dysphagia, and continue eating and drinking like most people do, you will continue chocking and eventually end up aspirating and either being hospitalized or die.","Reviewed in the United States on January 31, 2018"
393,4,no_title,"I've not tried any other thickening product, so I can't compare it.  But it is functioning well.","Reviewed in the United States on September 13, 2021"
394,5,no_title,Its easy to use and simple to follow directions.  Only issue is that son don't like waiting 1 minute for it to set up to nectar thickness.,"Reviewed in the United States on November 8, 2020"
395,5,no_title,I have a family member with a medical condition that has affected the normal swallowing coordination. It was greatest with water and thin liquids. This came recommended by a medical professional and has helped to improve swallowing issues and decrease the risk of aspiration into the lungs from excessive coughing when things went down the wrong pipe.  It has been a game changer in this setting.,"Reviewed in the United States on May 2, 2021"
396,5,no_title,I use Thick-It to thicken my 97 year old mothers liquids so that she doesn't choke.  It works well & I like the larger size as It seems that we go through it pretty quickly.  The price on Amazon is good compared to a local pharmacy.,"Reviewed in the United States on August 28, 2020"
397,5,no_title,"No one likes thickening, but if you must this is the perfect product to get, texture is perfect and adjustments to the thickness depends on how much you use","Reviewed in the United States on September 25, 2020"
398,5,no_title,My husband had aspiration pneumonia which came from liquids . A speech therapist taught him how to swallow . To make the Thicket taste better we added Stur.,"Reviewed in the United States on April 10, 2019"
